field_id,look,crop,last_acquisition,harvest,lead_days
Uruguay_DUP4_farm4_field156_soybean_2022,3,soybean,2022-02-19,2022-05-15,85
Uruguay_DUP4_farm4_field158_soybean_2019,3,soybean,2019-02-20,2019-05-07,76
Uruguay_DUP4_farm4_field160_soybean_2019,3,soybean,2019-02-20,2019-05-03,72
Uruguay_DUP4_farm4_field161_soybean_2019,3,soybean,2019-02-20,2019-04-14,53
Uruguay_DUP4_farm4_field167_soybean_2019,3,soybean,2019-02-20,2019-04-23,62
Uruguay_DUP4_farm4_field93_soybean_2021,3,soybean,2021-02-14,2021-05-10,85
Uruguay_DUP4_farm5_field170_soybean_2018,3,soybean,2018-02-20,2018-03-28,36
Uruguay_DUP4_farm5_field172_soybean_2018,3,soybean,2018-02-20,2018-04-04,43
Uruguay_DUP4_farm7_field195_soybean_2018,3,soybean,2018-02-03,2018-04-05,61
Uruguay_DUP4_farm7_field196_soybean_2018,3,soybean,2018-02-03,2018-05-14,100
Uruguay_DUP4_farm7_field214_soybean_2018,3,soybean,2018-02-03,2018-05-16,102
Uruguay_DUP4_farm7_field215_soybean_2018,3,soybean,2018-02-03,2018-04-19,75
Uruguay_DUP4_farm7_field220_soybean_2018,3,soybean,2018-02-08,2018-04-17,68
Uruguay_DUP4_farm7_field227_soybean_2019,3,soybean,2019-02-13,2019-05-03,79
Uruguay_DUP4_farm8_field235_soybean_2019,3,soybean,2019-02-13,2019-04-21,67
Uruguay_DUP4_farm8_field237_soybean_2019,3,soybean,2019-02-13,2019-04-23,69
Uruguay_DUP4_farm8_field244_soybean_2021,3,soybean,2021-02-14,2021-05-14,89
Uruguay_DUP4_farm8_field247_soybean_2019,3,soybean,2019-02-13,2019-04-08,54
Uruguay_DUP4_farm8_field253_soybean_2019,3,soybean,2019-02-15,2019-04-22,66
Uruguay_DUP4_farm8_field256_soybean_2019,3,soybean,2019-02-15,2019-04-22,66
Uruguay_DUP4_farm9_field273_soybean_2018,3,soybean,2018-02-20,2018-05-23,92
Uruguay_DUP4_farm9_field275_soybean_2018,3,soybean,2018-02-20,2018-05-25,94
